geoid,longitude,latitude,facility,county,address,city,zip_code,type,residential_wells_sampled,site_lead,site_lead_email,site_lead_phone,hyperlink,location,military,facility_date,site_background,drinking_water_information,anticipated_activities
26081,-85.737629,43.142077,Sparta Foundry Waste Facility,Kent County,9737 Laubach Ave,Sparta,49345,Landfill,No,Kent Walters,WaltersK7@Michigan.gov,616-278-4350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/sparta-foundry-waste-facility,NA,No,2023/04/18 00:00:00+00,NA,NA,NA
26093,-83.851653,42.52808,Former Genoa Township Oak Pointe WWTP,Livingston County,5341 Brighton Road,Brighton,48116,Wastewater,TBD,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/former-genoa-township-oak-pointe-wwtp,NA,No,2023/04/20 00:00:00+00,NA,NA,NA
26099,-83.042092,42.498754,U.S. Army Garrison - Detroit Arsenal,Macomb County,6501 East 11 Mile Road,Warren,48397,Military,No,Beth Place,placeb1@michigan.gov,517-899-7524,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/macomb-county/us-army-garrison-detroit-arsenal,NA,Yes,2023/07/18 00:00:00+00,NA,NA,NA
26005,-85.65420423,42.67739008,Wayland Recycling Inc.,Allegan County,763 W. Elm Street,Wayland,49348,Industrial,Yes,Kathleen Ekstrum,EkstrumK@michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/wayland-recycling,NA,No,2023/05/02 00:00:00+00,NA,NA,NA
26067,-85.04633345,42.97842177,Ionia City Landfill,Ionia County,Cleveland St.,Ionia,48846,Landfill,No,Jason Harnick,Harnickj1@michigan.gov,517-599-7421,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/ionia-city-landfill,NA,No,2023/05/10 00:00:00+00,NA,NA,NA
26163,-83.19901,42.106639,DSC McLouth Steel-Gibraltar Plant,Wayne County,28000 West Jefferson,Gibraltar,48173,Landfill,Yes,Samantha Belisle,belisles1@michigan.gov,517-290-0686,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/mclouth-steel-gibraltar,NA,No,2023/05/11 00:00:00+00,NA,NA,NA
26005,-85.693278,42.464298,Former Menasha Paper Mill,Allegan  County,320 North Farmer,Otsego,49078,Paper Manufacturing,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/former-menasha-paper-mill,NA,No,2023/05/10 00:00:00+00,NA,NA,NA
26005,-85.683862,42.46874,Menasha Landfill,Allegan  County,255 East River Street,Otsego,49078,Landfill,Yes,Ray Spaulding,spauldingr1@michigan.gov,517-290-2401,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/allegan-county/menasha-landfill,NA,No,2023/05/10 00:00:00+00,NA,NA,NA
26075,-84.38258536,42.23033975,Michner Plating – Angling Road,Jackson County,1725 Angling Rd.,Jackson,49203,Plating,Yes,Zachary McCurley,McCurleyZ1@michigan.gov,517-290-2555,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/jackson-county/michner-plating-angling-road,NA,No,2023/05/22 00:00:00+00,NA,NA,NA
26081,-85.53764,43.129608760000004,5312 11 Mile Road NE,Kent County,5312 11 Mile Road NE,Rockford,49341,Tannery,Yes,Leah Gies,GiesL1@Michigan.gov,616-215-4781,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kent-county/5312-11-mile-road-ne,NA,No,2021/05/31 00:00:00+00,NA,NA,NA
26121,-86.11878348,43.21070886,Bofors Nobel,Muskegon County,5025 Evanston Avenue,Egelston Township,49443,Industrial,No,Mark Reimann,ReimannM@michigan.gov,517-290-9379,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/bofors-nobel,NA,No,2023/05/31 00:00:00+00,NA,NA,NA
26061,-88.497,47.247,North Houghton County Water and Sewer Authority Wastewater Treatment Plant,Houghton County,23749 Highway M-203,Calumet,49913,Wastewater,No,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/houghton-county/north-houghton-county-wsawtp,NA,No,2023/06/09 00:00:00+00,NA,NA,NA
26143,-84.616159,44.493351,Roscommon Area Public Schools WWTP,Roscommon County,175 West Sunset Drive,Roscommon,48653,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/roscommon-county/roscommon-area-public-schools-wwtp,Roscommon,No,2023/06/14 00:00:00+00,NA,NA,NA
26079,-85.201707,44.726694,Kalkaska WWTP,Kalkaska County,1005 Island Lake Road NW,Kalkaska,49646,Wastewater,Yes,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-753-3891,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/kalkaska-county/kalkaska-wwtp,Kalkaska,No,2023/06/14 00:00:00+00,NA,NA,NA
26161,-83.97485383,42.39770524,Multi Lake Water and Sewer Authority Wastewater Treatment Plant,Washtenaw County,12088 North Territorial Road,Dexter,48130,Wastewater,Yes,Kevin Wojciechowski,WojciechowskiK@Michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/multi-lake-wsawtp,Dexter,No,2023/06/23 00:00:00+00,NA,NA,NA
26001,-83.41204444,44.68293889,2nd Street Lincoln,Alcona County,"S 2nd St, Lincoln, MI, 48742, USA",Lincoln,48742,Unknown,Yes,Lisa Kruse,KruseL@Michigan.gov,989-370-1424,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/alcona-county/2nd-street-lincoln,Lincoln,No,2023/07/18 00:00:00+00,NA,NA,NA
26093,-83.91351063,42.59314623,Regal Recycling (former),Livingston County,645 Lucy Road,Howell,48843,Industrial,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/livingston-county/regal-recycling,Howell,No,2023/07/06 00:00:00+00,NA,NA,NA
26021,-86.30255939,41.98833231,Michigan Tube Division,Berrien County,6400 Love Road,Eau Claire,49111,Plating,Yes,Kate Ekstrum,EkstrumK@Michigan.gov,269-568-1373,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/berrien-county/michigan-tube-division,Eau Claire,No,2023/07/18 00:00:00+00,NA,NA,NA
26121,-86.231903,43.20238486,Quality Plating,Muskegon County,2712 McIlwraith,Muskegon Heights,49444,Plating,No,Rikki Oden,OdenR@michigan.gov,517-290-9223,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/quality-plating,Muskegon Heights,No,2023/07/31 00:00:00+00,NA,NA,NA
26015,-85.5400433,42.63677794,Misak Landfill,Barry County,1075 South Patterson Road,Yankee Springs,49348,Landfill,Yes,Lynn Gosson,gossonl1@michigan.gov,616-648-6937,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/barry-county/misak-landfill,Yankee Springs,No,2023/08/17 00:00:00+00,NA,NA,NA
26043,-88.038942,45.804655,Central Landfill Authority,Dickinson County,Hydraulic Falls Road,Iron Mountain,49801,Landfill,Yes,Mary Ann St. Antoine,StantoineM@Michigan.gov,989-370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/dickinson-county/central-landfill-authority,Iron Mountain,No,2023/08/22 00:00:00+00,NA,NA,NA
26017,-83.890953,43.572011,"Bay City Fire Department, Station #2",Bay County,1000 Fremont Avenue,Bay City,48708,Fire Station,No,Diana Klida,KlidaD@Michigan.gov,989-280-7687,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/bay-county/bay-city-fire-department-station-2,Bay City,No,2023/07/27 00:00:00+00,NA,NA,NA
26113,-85.230935,44.198958,McBain Sanitary Wastewater Treatment Plant,Missaukee County,261 North Cherry Street,McBain,48657,Wastewater,No,Kevin Wojciechowski,wojciechowskik@michigan.gov,586-623-2948,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/missaukee-county/mcbain-sanitary-wwtp,McBain,No,2023/08/25 00:00:00+00,NA,NA,NA
26105,-86.28778881,43.9469609,Mason County Sanitary Landfill,Mason County,"600 W 1st St, Scottville, MI, 49454, USA",Scottville,49454,Landfill,No,James Staley,Staleyj1@michigan.gov,(231) 429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/mason-county/mason-county-landfill,NA,No,2023/09/13 16:00:00+00,NA,NA,NA
26121,-86.37293545,43.35500326,Former Fruitland Township Landfill,Muskegon County,"5281 Michillinda Rd, Whitehall, MI, 49461, USA",Whitehall,49461,Landfill,Yes,Matthew Pfister,PfisterM@Michigan.gov,616-485-1861,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/muskegon-county/fruitland-township-landfill,NA,No,2023/09/25 16:00:00+00,NA,NA,NA
26049,-83.650786,42.981456,3283 South Dort Highway,Genesee County,"3283 S Dort Hwy, Burton, MI, 48507, USA",Burton,48529,Industrial,TBD,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/3283-south-dort,NA,No,2023/10/26 16:00:00+00,"The site at 3283 South Dort Highway was agricultural land until development in 1960 for a tool manufacturer.  Various tool manufacturers operated at the site from 1960 to 1990.  The site has been used as an equipment rental operation since 1990.  A Baseline Environmental Assessment (BEA) was submitted to EGLE in June 2023.  A subsurface investigation with groundwater sampling was completed on the site during February 2023 regarding the past use as a tool manufacturer.  A groundwater sample was collected near a floor drain within a building on the northern portion of the site and the results were PFHxS at a concentration of 121 ppt (compared to 51 ppt), PFOA at a concentration of 88 ppt (compared to 8 ppt), and PFOS at a concentration of 28.8 ppt (compared to 16 ppt).     

Groundwater flow direction was not determined during the February 2023 subsurface investigation but is suspected to flow to the north.  The nearest water body is Thread Creek located about a ¾ mile to the east.  There are currently no known impacts to surface water bodies.","Municipal water is available to the area and the site is on municipal water.  Review of water well records by EGLE, DHHS, and local health determined there are water wells present near the site and residential water well sampling will be conducted for six residences located to the north of the site.  Access agreements were being sought for the sampling of six residential.  EGLE, DHHS, and local health will evaluate residential well sampling efforts and results.",Anticipated activities include residential well sampling of six residential water wells to the north of the site and mitigation of public health risks if identified in drinking water.
26049,-83.70501398,43.16598898,11134 North Saginaw,Genesee County,"11134 N Saginaw Rd, Clio, MI, 48420, USA",Clio,48420,Fire Related,TBD,Brian Kuberski,KuberskiB@Michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/11134-north-saginaw,NA,No,2023/10/26 16:00:00+00,"11134 North Saginaw Road has been a commercial oil and fuel distribution operation since 1994.  In August 2009, a fire occurred in a former warehouse building used to store oil and lubricants which released an unknown amount of oil.  The fire lasted approximately 28 hours and an estimated 500,000 gallons of water and fire retardant were used to extinguish the fire.  A subsurface investigation was completed in January 2023 as part of a Baseline Environmental Assessment (BEA); EGLE received the BEA in September 2023.  Five groundwater samples were analyzed for PFAS.  The highest PFAS results were PFBS at 2,800 ppt (compared to 420 ppt), PFHxS at 18,000 ppt (compared to 51 ppt), PFNA at 530 ppt (compared to 6 ppt), PFOS at 110,000 ppt (compared to 16 ppt), and PFOA at 3,100 ppt (compared to 8 ppt).      

Groundwater flow was not determined during the January 2023 subsurface investigation.  Deep groundwater is suspected to be to the north, and shallow groundwater flow is suspected to be to the south-southeast.  The nearest surface water body is an unnamed drain located on the southeastern portion of the site that flows to the north-northeast towards the Pine Run Creek.","Municipal water is available along North Saginaw Road.  Review of drinking water well records by EGLE, DHHS, and local health determined there are water wells surrounding the site.  Residential water well sampling is planned for a commercial operation along North Saginaw Road and 23 residences along Tobias and Wilson Roads.","Anticipated activities include drinking water sampling of commercial and residential wells surrounding the site and mitigation of public health risks if identified in drinking water.  EGLE, DHHS, and local health will evaluate the water well sampling efforts and results and determine next steps."
26065,-84.54309098,42.751102,"Demmer Corporation (LOC Performance Products, Inc.)",Ingham County,"1600 North Larch Street, Lansing, Michigan",Lansing,48906,Industrial,No,Sam Cairns,CairnsS2@Michigan.gov,517-898-4058,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ingham-county/demmer-corporation,NA,No,2023/11/15 17:00:00+00,"The Demmer Corporation (Demmer), site was a wheel manufacturing plant located at 1600 North Larch Street, Lansing, Michigan, and operated from 2007 to 2017. Prior to that, the site was used for wheel manufacturing for many years by other entities. The plant is currently owned by LOC Performance Products, Inc., which manufactures armored equipment and vehicles for the defense industry. The site is currently being remediated under the federal Resource Conservation and Recovery Act of 1976, as amended (RCRA), Corrective Action Program, which is overseen by the United States Environmental Protection Agency (U. S. EPA).

In 2000, contaminants were discovered in soil and groundwater, and a site-wide investigation was started. In May 2022, the U. S. EPA requested that Demmer conduct additional groundwater sampling, including for PFAS. In April 2023, Demmer’s consultant completed groundwater monitoring activities and found that PFAS concentrations exceeded groundwater cleanup criteria in six wells. The highest concentration for PFOA was 670 ppt, and the highest for PFOS was 910 ppt.

Groundwater flow is south to southeast across the site in the upper aquifer. The Grand River is the nearest surface water, and it is about 0.25 miles west-southwest from the source area. There are currently no known impacts to surface water bodies.","Municipal water is supplied by the Lansing Board of Water and Light (BWL). According to EGLE’s Water Well Viewer, the nearest supply well is BWL Well 25-19, which is located approximately 700 feet west of the site and installed to a depth of 443 feet. The second nearest supply well is BWL Well 25-18, which is located approximately 825 feet southwest of the site and installed to a depth of 410 feet. A groundwater ordinance prohibiting the installation of drinking water wells exists in this portion of Lansing, with exceptions for public utility well installations and maintenance. The DHHS and LHD have verified that there are no nearby residential wells.

","Based on the analytical results of the sitewide groundwater investigation in the spring of 2023, additional investigation at the Site is anticipated to occur, to delineate the extent of contamination. Remediation and investigation are currently being done under the RCRA Corrective Action Program with the U. S. EPA as the lead agency."
26161,-83.61195399,42.24135899,Jackson Cleaners,Washtenaw County,"2 W Michigan Ave, Ypsilanti, MI, 48197, USA",Ypsilanti,48197,Laundromat/Dry Cleaner,No,Zach McCurley,mccurleyz1@michigan.gov,517-290-9074,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/washtenaw-county/jackson-cleaners,NA,No,2023/11/28 17:00:00+00,"The Jackson Cleaners site is located near the corner of West Michigan Avenue and North Huron Street and has hosted various dry-cleaning operations since at least 1919. The property is located within the historical district which is now used for commercial storefront and residential apartments. EGLE and EPA have been working on this site to address vapor intrusion issues since approximately 2020.

In the fall of 2023, monitoring wells were installed and groundwater was collected. All groundwater waste was containerized into 55-gallon steel drums. The waste disposal company required the waste from the investigation be sampled for PFAS. The sample came back with PFAS concentrations exceeding criteria. PFOS was detected at 35 ppt (compared to 16 ppt) and PFOA was detected at 12 ppt (compared to 8 ppt). Sampling of select wells were completed to confirm that detections were in the groundwater. The highest concentration of PFOS was 9.2 ppt and PFOA was 15 ppt.

The property is roughly 300 feet west of the Huron River and 150 feet east of Riverside Park.  The local groundwater flow is generally east toward the Huron River.
","The area is served by municipal drinking water.  EGLE, DHHS, and local health evaluated well logs and determined there are no known residential wells.",Monitoring will continue at the site for PCE and vapor intrusion. Any groundwater monitoring will include PFAS sampling for future.
26163,-83.36496,42.28097798,"Cul-Mac Industries, LLC (former 3M AC&S Division)",Wayne County,"3720 Venoy Rd, Wayne, MI, 48184, USA",Wayne,48184,Industrial,No,Anna Harris,HarrisA44@Michigan.gov,586-515-0350,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/wayne-county/cul-mac-industries,NA,No,2023/12/15 17:00:00+00,"Cul-Mac Industries LLC is located at 3720 Venoy Road and produces professional cleaning products, car wash cleaning products, pool sanitizers, and other disinfectants. This property was originally developed for industrial purposes in 1941 and has been owned and/or operated by various industrial companies, including 3M Adhesives Coatings & Sealers Division (from at least 1974 until 1987). EGLE reviewed a Baseline Environmental Assessment (BEA) that was conducted in August 2022 due to a change in ownership/operator. The BEA included several groundwater samples that exceeded the groundwater clean-up criteria with maximum concentrations of 3,100 ppt PFOS (compared to 16 ppt), 900 ppt PFOA (compared to 8 ppt), 9 ppt PFNA (compared to 6 ppt), and 68 ppt PFHxS (compared to 51 ppt).

There is no groundwater flow on the site. Groundwater on the site is perched, discontinuous, and confined by clay. The nearest waterbody is the Lower River Rouge which is to the north of the site.","Municipal water is available in the area.  EGLE, DHHS, and local health have reviewed area well logs to verify there are no residential drinking water wells in the area.",There are no anticipated activities related to PFAS.
26083,-87.877611,47.459992,Copper Harbor Landfill,Keweenaw County,"Manganese Rd, Copper Harbor, MI, 49918, USA",Copper Harbor,49918,Landfill,TBD,James Staley,StaleyJ1@Michigan.gov,231-429-1945,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/keweenaw-county/copper-harbor-landfill,NA,No,2023/12/13 17:00:00+00,"The Copper Harbor Landfill, located on Manganese Road, is an unlined landfill that was constructed prior to modern solid waste regulations and requirements.  It is believed that the facility first began accepting waste in the 1930s and accepted primarily municipal solid waste from the Copper Harbor area until late 1990.  Capping of the landfill began during the summer of 1991, and it was certified closed in the April 1993.  The cap consists of a 30-MIL PVC membrane.  Closure activities were conducted as part of a grant closure program offered by the State of Michigan.  

Municipal and residential drinking water wells are located less than one mile from the unlined landfill. Due to the potential for PFAS to be present in groundwater from the waste placed in the landfill, on April 13, 2023, EGLE requested that Grant Township sample the groundwater monitoring wells for PFAS.  Grant Township did not complete the sampling due to lack of adequate funding.  EGLE conducted the sampling on October 10, 2023.  Groundwater at two monitoring wells had PFAS over criteria; the highest result was 62 ppt PFOS (compared to 16 ppt).

Historical documents indicate that groundwater flows in a westerly direction at the landfill.  Nearby water bodies include:  Lake Fanny Hooe, which is located approximately 1,000 feet north of the landfill; and French Annie Creek and Manganese Falls, which are located approximately 350 feet northwest of the landfill.  French Annie Creek flows in a northerly direction, and ultimately discharges into Lake Fanny Hooe.","EGLE, DHHS, and local health officials evaluated drinking water well logs and intend to reach out to the closest residential well owner to sample their well. The municipal wells have been sampled for PFAS annually since 2020.  PFAS has not been detected in the municipal wells during any of the annual sampling events.",EGLE anticipates returning to the landfill in May 2024 to collect another round of groundwater samples.
26067,-85.298708,42.919422,Lowell City Landfill,Ionia County,"Ware Rd, Lowell, MI, 49331, USA",Lowell,49331,Landfill,Yes,Daniel Ten Brink,TenBrinkD@Michigan.gov,616-581-1473,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/ionia-county/lowell-city-landfill,NA,No,2023/11/30 17:00:00+00,"The former Lowell City Landfill was operated by the City from 1958 through 1983 and is located on Ware Road.  The landfill was officially closed due to improper management and maintenance practices.  Because of the environmental contamination observed following the closing of the landfill, the City of Lowell began performing an environmental investigation of the property in 2019. Due to the potential for PFAS-containing waste materials to have been disposed of at the site, the monitoring wells were sampled for PFAS in July 2023.  Sampling results identified PFAS compounds in groundwater above criteria at select groundwater monitoring wells. The highest detected PFOS concentration was 18 ppt (compared to 16 ppt) and the highest detected PFOA concentration was 26 ppt (compared to 8 ppt).  Based upon these results, the City of Lowell agreed to sample nearby drinking water wells.

Groundwater under the former landfill has been measured to flow generally to the north-northeast. Unnamed drainage creeks are located to the north, which lead to the Grand River, which is located approximately 0.75 miles north of the site.

","Municipal water is not available in this area and all homes are serviced by private drinking water wells.  The City of Lowell will be sampling select drinking water wells at homes within the sample area on Ware Road, Deer Haven Park Drive, White Pine Drive, Big Oak Drive, Valley Vista Drive, and Riverside Drive. Sampling is proposed to start November 2023.","The Michigan Department of Environment, Great Lakes, and Energy (EGLE) will provide oversight as the City of Lowell samples drinking water wells near the former landfill."
26049,-83.741275,43.02705,"Container Specialties, Inc.",Genesee County,"3261 Flushing Road, flint tw",Flushing,48433,Laundromat/DryCleaner,Yes,Brian Kuberski,Kuberskib@michigan.gov,517-243-7574,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/genesee-county/container-specialties-inc,NA,No,2024/01/05 17:00:00+00,"The Container Specialties Inc. (CSI) property is located in Flint Township and is approximately two-acres in size.  The site is surrounded by residential properties to the east, south, and west, and by commercial/retail properties to the north across Flushing Road In the city of Flint.  Commercial dry-cleaning operations conducted from the 1940s to 2010 resulted in releases of trichloroethylene (TCE) and tetrachloroethylene (PCE).  Due to dry cleaners being a potential source of PFAS, EGLE collected groundwater samples in 2023 and, shallow groundwater contained PFOA at 12 ppt, which exceeds the groundwater cleanup criteria of 8 ppt.

Groundwater flow is generally to the south.  The surficial shallow aquifer extends to approximately 100 feet below ground surface.  Residential wells are installed at greater than 100-foot depths in bedrock; however, 1,4-Dioxane has been detected in the surficial shallow aquifer and deeper bedrock aquifer, suggesting there may be a hydraulic connection.  The Flint River is located about 1,900 feet south of the site.
","Municipal water is available, however ten residences near the site are not connected to the municipal system.  The Figure below shows the 10 known residences still using private water wells near the site. These wells were sampled prior to PFAS sampling and were not impacted by chlorinated solvents.  In the summer of 2023 EGLE sampled nine of the ten residential wells and all were non-detect for PFAS.",The extent of PFAS contamination is unknown as only two groundwater monitoring wells have been sampled and analyzed for PFAS.  DHHS will be re-sampling residential wells in this area for 1-4 Dioxane and PFAS.
26057,-84.59856199,43.29772098,515 North Union Street,Gratiot County,"515 N Union St, Ithaca, MI, 48847, USA",Ithaca,48847,Industrial,No,Jessica Tashman,TashmanJ@Michigan.gov,517-245-3931,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/gratiot-county/515-north-union-street,NA,No,2024/01/12 17:00:00+00,"From 1951 to 1986, Wolverine World Wide conducted shoe manufacturing operations at 515 North Union Street in Ithaca, during which the company handled tanned leather, adhesives, solvents, and oils. The site remained vacant until 1999 when Wheeler Plastics began injection molding operations. There is little information available about the operations conducted by Wheeler Plastics before they vacated the property in 2007. In 2009, Clover Ithaca Properties LLC purchased the site. The company began manufacturing operations for inkjet cartridge reconditioning and, now under the name Clover Imaging Group, the company continues these operations. 

In 2018, PFAS was detected at the former Ithaca Sanitary Landfill, which received waste materials from Wolverine during the company’s active operating years. A Baseline Environmental Assessment (BEA) was submitted to EGLE for the facility that showed PFOS as high as 310 ppt (compared to 16 ppt) and PFOA as high as 290 ppt (compared to 8 ppt) in groundwater. PFOS groundwater surface water interface (GSI) criteria was also exceeded. Recently the City of Ithaca identified the facility as a potential source of PFOS to their sanitary sewer. The City of Ithaca sampled the sanitary sewer in October 2018 and the sample contained <10 ppt PFOS.  In March 2023 the sanitary sewer was sampled again and contained 620 ppt PFOS which suggests the sewer is being contaminated by shallow groundwater.

There is no current data on groundwater flow direction, and at this time there are no known impacted waterbodies.
",The area is served by municipal water. EGLE is confirming with the local health department that there are no nearby drinking water wells in need of sampling.,"EGLE is in the process of determining liability at this site.   The liable party will be expected to determine the direction of groundwater flow, define the nature and extent of contamination of PFAS on the property, and identify exposure pathways."
26103,-87.736883,46.491659,West Marquette County Sanitation Authority (WMCSA) Landfill,Marquette County,"US-41, Ishpeming Twp, MI, 49849, USA",Ishpeming,49849,Landfill,No,Mary Ann St. Antoine,StantoineM@Michigan.gov,989 370-8035,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/marquette-county/west-marquette-county-sanitation-authority-landfill,NA,No,2024/01/23 17:00:00+00,"West Marquette County Sanitation Authority (WMCSA) Landfill is located is located on Highway 41 in Ishpeming Township in Marquette County.  The landfill opened in 1966 and was an unlined municipal solid waste landfill that served residents in 6 area townships. The landfill was closed in 1990 with Michigan grant funds. A geomembrane cap, gas vents and 3 monitoring wells were installed. Annual monitoring of the wells has shown degradation of groundwater with results over drinking water criteria including diethyl ether, benzene and toluene. Because of the probability that the material deposited in the landfill contained PFAS, the impacts to groundwater and downgradient drinking water wells; EGLE sampled two monitoring wells at the landfill for PFAS in November 2023. PFOA results in monitoring well MW-3 were 420 ppt, compared to the drinking water criteria of PFOA 8 ppts.

WMCSA Landfill is located on low rolling sand plains over slate bedrock around 30 feet deep with regional groundwater flow to the northwest towards Carp Creek and Gold Mine Creek.","Most of the area is served by municipal water, however there are some downgradient residential drinking water wells. It is planned to sample for PFAS the downgradient residential drinking water wells.","EGLE, DHHS, and local health will evaluate residential well results when received and will conduct additional sampling if necessary."
26045,-84.656798,42.504,916 South Main Street,Eaton County,"916 S Main St, Eaton Rapids, MI, 48827, USA",Eaton Rapids,48827,Laundromat/DryCleaner,TBD,Rebecca Taylor,TaylorR@Michigan.gov,517-284-5160,https://www.michigan.gov/pfasresponse/investigations/sites-aoi/eaton-county/916-south-main-street,NA,No,2024/02/28 17:00:00+00,"A dry cleaning facility operated at 916 South Main Street from 1960 to 1980.  After high concentrations of dry-cleaning solvents were discovered in soils by the property owner, groundwater monitoring wells were installed by the state during and after limited soils excavation and treatment.  In 2022, four monitoring wells were sampled for PFAS, and results were below criteria.  In 2023, a network of monitoring wells was sampled for PFAS.  One shallow monitoring well sampled twice had PFOA of 10 ppt (compared to 8 ppt) in the spring and 9.5 ppt in the fall.  The distribution of PFAS in groundwater confirmed that the former dry cleaner is the probable source of PFAS above criteria.  

The PFAS and chlorinated solvent groundwater contamination plume flows to the northeast towards the Grand River.  Public sanitary sewers and storm sewers are within the shallow groundwater contamination plume, and since storm sewers empty into the Grand River, it’s possible that some contamination may be reaching the river.","The area is served by Eaton Rapids municipal water, which was sampled five times to include 2023.  PFAS was not detected in all five sampling events.  There is one nearby residential drinking water well downgradient that will be sampled for PFAS in early 2024.",EGLE will conduct groundwater monitoring well sampling twice a year for PFAS.  Storm sewer catch basins will be sampled for PFAS in the spring 2024 and annually thereafter.  The owner of the nearby residential well will be contacted for permission to sample their wells for PFAS.
